Date,Route,Price
2023-11-06 19:00:00,Shanghai-Rotterdam,1177.67
2023-11-06 20:00:00,Shanghai-Rotterdam,1168.25
2023-11-06 21:00:00,Shanghai-Rotterdam,1167.67
2023-11-06 22:00:00,Shanghai-Rotterdam,1169.89
2023-11-06 23:00:00,Shanghai-Rotterdam,1173.61
2023-11-07 00:00:00,Shanghai-Rotterdam,1171.43
2023-11-07 01:00:00,Shanghai-Rotterdam,1168.68
2023-11-07 02:00:00,Shanghai-Rotterdam,1177.07
2023-11-07 03:00:00,Shanghai-Rotterdam,1165.44
2023-11-07 04:00:00,Shanghai-Rotterdam,1171.71
2023-11-07 05:00:00,Shanghai-Rotterdam,1171.24
2023-11-07 06:00:00,Shanghai-Rotterdam,1163.8
2023-11-07 07:00:00,Shanghai-Rotterdam,1180.35
2023-11-07 08:00:00,Shanghai-Rotterdam,1179.01
2023-11-07 09:00:00,Shanghai-Rotterdam,1174.61
2023-11-07 10:00:00,Shanghai-Rotterdam,1179.68
2023-11-07 11:00:00,Shanghai-Rotterdam,1179.56
2023-11-07 12:00:00,Shanghai-Rotterdam,1179.24
2023-11-07 13:00:00,Shanghai-Rotterdam,1178.18
2023-11-07 14:00:00,Shanghai-Rotterdam,1177.55
2023-11-07 15:00:00,Shanghai-Rotterdam,1176.61
2023-11-07 16:00:00,Shanghai-Rotterdam,1167.26
2023-11-07 17:00:00,Shanghai-Rotterdam,1186.61
2023-11-07 18:00:00,Shanghai-Rotterdam,1184.17
2023-11-07 19:00:00,Shanghai-Rotterdam,1185.66
2023-11-07 20:00:00,Shanghai-Rotterdam,1183.97
2023-11-07 21:00:00,Shanghai-Rotterdam,1181.33
2023-11-07 22:00:00,Shanghai-Rotterdam,1187.3
2023-11-07 23:00:00,Shanghai-Rotterdam,1172.11
2023-11-08 00:00:00,Shanghai-Rotterdam,1183.41
2023-11-08 01:00:00,Shanghai-Rotterdam,1187.53
2023-11-08 02:00:00,Shanghai-Rotterdam,1179.96
2023-11-08 03:00:00,Shanghai-Rotterdam,1179.85
2023-11-08 04:00:00,Shanghai-Rotterdam,1190.27
2023-11-08 05:00:00,Shanghai-Rotterdam,1185.07
2023-11-08 06:00:00,Shanghai-Rotterdam,1186.74
2023-11-08 07:00:00,Shanghai-Rotterdam,1188.71
2023-11-08 08:00:00,Shanghai-Rotterdam,1190.29
2023-11-08 09:00:00,Shanghai-Rotterdam,1179.09
2023-11-08 10:00:00,Shanghai-Rotterdam,1200.19
2023-11-08 11:00:00,Shanghai-Rotterdam,1191.69
2023-11-08 12:00:00,Shanghai-Rotterdam,1201.51
2023-11-08 13:00:00,Shanghai-Rotterdam,1197.39
2023-11-08 14:00:00,Shanghai-Rotterdam,1192.24
2023-11-08 15:00:00,Shanghai-Rotterdam,1188.95
2023-11-08 16:00:00,Shanghai-Rotterdam,1203.87
2023-11-08 17:00:00,Shanghai-Rotterdam,1200.91
2023-11-08 18:00:00,Shanghai-Rotterdam,1209.95
2023-11-08 19:00:00,Shanghai-Rotterdam,1202.71
2023-11-08 20:00:00,Shanghai-Rotterdam,1194.89
2023-11-08 21:00:00,Shanghai-Rotterdam,1199.37
2023-11-08 22:00:00,Shanghai-Rotterdam,1202.48
2023-11-08 23:00:00,Shanghai-Rotterdam,1193.61
2023-11-09 00:00:00,Shanghai-Rotterdam,1201.4
2023-11-09 01:00:00,Shanghai-Rotterdam,1195.0
2023-11-09 02:00:00,Shanghai-Rotterdam,1201.39
2023-11-09 03:00:00,Shanghai-Rotterdam,1195.88
2023-11-09 04:00:00,Shanghai-Rotterdam,1206.44
2023-11-09 05:00:00,Shanghai-Rotterdam,1200.05
2023-11-09 06:00:00,Shanghai-Rotterdam,1200.07
2023-11-09 07:00:00,Shanghai-Rotterdam,1215.42
2023-11-09 08:00:00,Shanghai-Rotterdam,1205.91
2023-11-09 09:00:00,Shanghai-Rotterdam,1209.42
2023-11-09 10:00:00,Shanghai-Rotterdam,1212.44
2023-11-09 11:00:00,Shanghai-Rotterdam,1208.57
2023-11-09 12:00:00,Shanghai-Rotterdam,1212.89
2023-11-09 13:00:00,Shanghai-Rotterdam,1219.12
2023-11-09 14:00:00,Shanghai-Rotterdam,1210.43
2023-11-09 15:00:00,Shanghai-Rotterdam,1203.56
2023-11-09 16:00:00,Shanghai-Rotterdam,1209.29
2023-11-09 17:00:00,Shanghai-Rotterdam,1219.38
2023-11-09 18:00:00,Shanghai-Rotterdam,1210.27
2023-11-09 19:00:00,Shanghai-Rotterdam,1222.54
2023-11-09 20:00:00,Shanghai-Rotterdam,1218.62
2023-11-09 21:00:00,Shanghai-Rotterdam,1209.26
2023-11-09 22:00:00,Shanghai-Rotterdam,1215.62
2023-11-09 23:00:00,Shanghai-Rotterdam,1223.92
2023-11-10 00:00:00,Shanghai-Rotterdam,1216.74
2023-11-10 01:00:00,Shanghai-Rotterdam,1226.75
2023-11-10 02:00:00,Shanghai-Rotterdam,1232.6
2023-11-10 03:00:00,Shanghai-Rotterdam,1214.85
2023-11-10 04:00:00,Shanghai-Rotterdam,1232.71
2023-11-10 05:00:00,Shanghai-Rotterdam,1220.52
2023-11-10 06:00:00,Shanghai-Rotterdam,1227.81
2023-11-10 07:00:00,Shanghai-Rotterdam,1231.94
2023-11-10 08:00:00,Shanghai-Rotterdam,1225.62
2023-11-10 09:00:00,Shanghai-Rotterdam,1238.15
2023-11-10 10:00:00,Shanghai-Rotterdam,1229.27
2023-11-10 11:00:00,Shanghai-Rotterdam,1229.76
2023-11-10 12:00:00,Shanghai-Rotterdam,1231.32
2023-11-10 13:00:00,Shanghai-Rotterdam,1234.75
2023-11-10 14:00:00,Shanghai-Rotterdam,1235.47
2023-11-10 15:00:00,Shanghai-Rotterdam,1230.11
2023-11-10 16:00:00,Shanghai-Rotterdam,1235.52
2023-11-10 17:00:00,Shanghai-Rotterdam,1233.42
2023-11-10 18:00:00,Shanghai-Rotterdam,1235.6
2023-11-10 19:00:00,Shanghai-Rotterdam,1237.28
2023-11-10 20:00:00,Shanghai-Rotterdam,1223.76
2023-11-10 21:00:00,Shanghai-Rotterdam,1245.2
2023-11-10 22:00:00,Shanghai-Rotterdam,1245.07
2023-11-10 23:00:00,Shanghai-Rotterdam,1245.47
2023-11-11 00:00:00,Shanghai-Rotterdam,1251.17
2023-11-11 01:00:00,Shanghai-Rotterdam,1245.09
2023-11-11 02:00:00,Shanghai-Rotterdam,1242.66
2023-11-11 03:00:00,Shanghai-Rotterdam,1241.99
2023-11-11 04:00:00,Shanghai-Rotterdam,1242.72
2023-11-11 05:00:00,Shanghai-Rotterdam,1253.88
2023-11-11 06:00:00,Shanghai-Rotterdam,1246.21
2023-11-11 07:00:00,Shanghai-Rotterdam,1247.48
2023-11-11 08:00:00,Shanghai-Rotterdam,1254.94
2023-11-11 09:00:00,Shanghai-Rotterdam,1248.56
2023-11-11 10:00:00,Shanghai-Rotterdam,1256.18
2023-11-11 11:00:00,Shanghai-Rotterdam,1251.26
2023-11-11 12:00:00,Shanghai-Rotterdam,1253.93
2023-11-11 13:00:00,Shanghai-Rotterdam,1255.02
2023-11-11 14:00:00,Shanghai-Rotterdam,1250.0
2023-11-11 15:00:00,Shanghai-Rotterdam,1259.11
2023-11-11 16:00:00,Shanghai-Rotterdam,1250.97
2023-11-11 17:00:00,Shanghai-Rotterdam,1260.91
2023-11-11 18:00:00,Shanghai-Rotterdam,1261.76
2023-11-11 19:00:00,Shanghai-Rotterdam,1255.87
2023-11-11 20:00:00,Shanghai-Rotterdam,1254.76
2023-11-11 21:00:00,Shanghai-Rotterdam,1257.67
2023-11-11 22:00:00,Shanghai-Rotterdam,1260.06
2023-11-11 23:00:00,Shanghai-Rotterdam,1262.35
2023-11-12 00:00:00,Shanghai-Rotterdam,1263.26
2023-11-12 01:00:00,Shanghai-Rotterdam,1268.42
2023-11-12 02:00:00,Shanghai-Rotterdam,1267.4
2023-11-12 03:00:00,Shanghai-Rotterdam,1264.05
2023-11-12 04:00:00,Shanghai-Rotterdam,1261.24
2023-11-12 05:00:00,Shanghai-Rotterdam,1268.76
2023-11-12 06:00:00,Shanghai-Rotterdam,1273.63
2023-11-12 07:00:00,Shanghai-Rotterdam,1274.97
2023-11-12 08:00:00,Shanghai-Rotterdam,1267.45
2023-11-12 09:00:00,Shanghai-Rotterdam,1266.46
2023-11-12 10:00:00,Shanghai-Rotterdam,1285.76
2023-11-12 11:00:00,Shanghai-Rotterdam,1275.11
2023-11-12 12:00:00,Shanghai-Rotterdam,1277.19
2023-11-12 13:00:00,Shanghai-Rotterdam,1258.15
2023-11-12 14:00:00,Shanghai-Rotterdam,1272.64
2023-11-12 15:00:00,Shanghai-Rotterdam,1269.5
2023-11-12 16:00:00,Shanghai-Rotterdam,1285.01
2023-11-12 17:00:00,Shanghai-Rotterdam,1287.64
2023-11-12 18:00:00,Shanghai-Rotterdam,1282.05
2023-11-12 19:00:00,Shanghai-Rotterdam,1287.18
2023-11-12 20:00:00,Shanghai-Rotterdam,1276.29
2023-11-12 21:00:00,Shanghai-Rotterdam,1288.6
2023-11-12 22:00:00,Shanghai-Rotterdam,1288.44
2023-11-12 23:00:00,Shanghai-Rotterdam,1292.02
2023-11-13 00:00:00,Shanghai-Rotterdam,1285.14
2023-11-13 01:00:00,Shanghai-Rotterdam,1288.49
2023-11-13 02:00:00,Shanghai-Rotterdam,1276.84
2023-11-13 03:00:00,Shanghai-Rotterdam,1294.98
2023-11-13 04:00:00,Shanghai-Rotterdam,1288.44
2023-11-13 05:00:00,Shanghai-Rotterdam,1290.85
2023-11-13 06:00:00,Shanghai-Rotterdam,1290.79
2023-11-13 07:00:00,Shanghai-Rotterdam,1290.61
2023-11-13 08:00:00,Shanghai-Rotterdam,1290.2
2023-11-13 09:00:00,Shanghai-Rotterdam,1295.01
2023-11-13 10:00:00,Shanghai-Rotterdam,1292.62
2023-11-13 11:00:00,Shanghai-Rotterdam,1296.73
2023-11-13 12:00:00,Shanghai-Rotterdam,1286.47
2023-11-13 13:00:00,Shanghai-Rotterdam,1300.23
2023-11-13 14:00:00,Shanghai-Rotterdam,1296.71
2023-11-13 15:00:00,Shanghai-Rotterdam,1296.97
2023-11-13 16:00:00,Shanghai-Rotterdam,1297.91
2023-11-13 17:00:00,Shanghai-Rotterdam,1299.09
2023-11-13 18:00:00,Shanghai-Rotterdam,1297.22
2023-11-13 19:00:00,Shanghai-Rotterdam,1308.87
2023-11-13 20:00:00,Shanghai-Rotterdam,1306.84
2023-11-13 21:00:00,Shanghai-Rotterdam,1299.33
2023-11-13 22:00:00,Shanghai-Rotterdam,1300.77
2023-11-13 23:00:00,Shanghai-Rotterdam,1308.19
2023-11-14 00:00:00,Shanghai-Rotterdam,1306.46
2023-11-14 01:00:00,Shanghai-Rotterdam,1308.12
2023-11-14 02:00:00,Shanghai-Rotterdam,1308.18
2023-11-14 03:00:00,Shanghai-Rotterdam,1309.12
2023-11-14 04:00:00,Shanghai-Rotterdam,1310.48
2023-11-14 05:00:00,Shanghai-Rotterdam,1315.07
2023-11-14 06:00:00,Shanghai-Rotterdam,1316.24
2023-11-14 07:00:00,Shanghai-Rotterdam,1307.83
2023-11-14 08:00:00,Shanghai-Rotterdam,1315.65
2023-11-14 09:00:00,Shanghai-Rotterdam,1308.26
2023-11-14 10:00:00,Shanghai-Rotterdam,1312.63
2023-11-14 11:00:00,Shanghai-Rotterdam,1312.61
2023-11-14 12:00:00,Shanghai-Rotterdam,1332.52
2023-11-14 13:00:00,Shanghai-Rotterdam,1325.26
2023-11-14 14:00:00,Shanghai-Rotterdam,1323.05
2023-11-14 15:00:00,Shanghai-Rotterdam,1323.36
2023-11-14 16:00:00,Shanghai-Rotterdam,1328.69
2023-11-14 17:00:00,Shanghai-Rotterdam,1323.21
2023-11-14 18:00:00,Shanghai-Rotterdam,1318.86
2023-11-14 19:00:00,Shanghai-Rotterdam,1311.8
2023-11-14 20:00:00,Shanghai-Rotterdam,1327.32
2023-11-14 21:00:00,Shanghai-Rotterdam,1331.03
2023-11-14 22:00:00,Shanghai-Rotterdam,1327.12
2023-11-14 23:00:00,Shanghai-Rotterdam,1326.35
2023-11-15 00:00:00,Shanghai-Rotterdam,1320.76
2023-11-15 01:00:00,Shanghai-Rotterdam,1316.61
2023-11-15 02:00:00,Shanghai-Rotterdam,1328.79
2023-11-15 03:00:00,Shanghai-Rotterdam,1333.7
2023-11-15 04:00:00,Shanghai-Rotterdam,1336.02
2023-11-15 05:00:00,Shanghai-Rotterdam,1322.09
2023-11-15 06:00:00,Shanghai-Rotterdam,1319.55
2023-11-15 07:00:00,Shanghai-Rotterdam,1344.11
2023-11-15 08:00:00,Shanghai-Rotterdam,1332.05
2023-11-15 09:00:00,Shanghai-Rotterdam,1326.52
2023-11-15 10:00:00,Shanghai-Rotterdam,1337.16
2023-11-15 11:00:00,Shanghai-Rotterdam,1347.29
2023-11-15 12:00:00,Shanghai-Rotterdam,1337.29
2023-11-15 13:00:00,Shanghai-Rotterdam,1328.76
2023-11-15 14:00:00,Shanghai-Rotterdam,1344.49
2023-11-15 15:00:00,Shanghai-Rotterdam,1353.09
2023-11-15 16:00:00,Shanghai-Rotterdam,1344.24
2023-11-15 17:00:00,Shanghai-Rotterdam,1343.64
2023-11-15 18:00:00,Shanghai-Rotterdam,1343.35
2023-11-15 19:00:00,Shanghai-Rotterdam,1349.05
2023-11-15 20:00:00,Shanghai-Rotterdam,1343.62
2023-11-15 21:00:00,Shanghai-Rotterdam,1354.38
2023-11-15 22:00:00,Shanghai-Rotterdam,1350.86
2023-11-15 23:00:00,Shanghai-Rotterdam,1348.46
2023-11-16 00:00:00,Shanghai-Rotterdam,1352.78
2023-11-16 01:00:00,Shanghai-Rotterdam,1359.81
2023-11-16 02:00:00,Shanghai-Rotterdam,1346.88
2023-11-16 03:00:00,Shanghai-Rotterdam,1337.55
2023-11-16 04:00:00,Shanghai-Rotterdam,1357.29
2023-11-16 05:00:00,Shanghai-Rotterdam,1361.38
2023-11-16 06:00:00,Shanghai-Rotterdam,1348.61
2023-11-16 07:00:00,Shanghai-Rotterdam,1355.35
2023-11-16 08:00:00,Shanghai-Rotterdam,1352.01
2023-11-16 09:00:00,Shanghai-Rotterdam,1345.3
2023-11-16 10:00:00,Shanghai-Rotterdam,1350.68
2023-11-16 11:00:00,Shanghai-Rotterdam,1354.14
2023-11-16 12:00:00,Shanghai-Rotterdam,1360.47
2023-11-16 13:00:00,Shanghai-Rotterdam,1349.15
2023-11-16 14:00:00,Shanghai-Rotterdam,1357.65
2023-11-16 15:00:00,Shanghai-Rotterdam,1359.92
2023-11-16 16:00:00,Shanghai-Rotterdam,1346.15
2023-11-16 17:00:00,Shanghai-Rotterdam,1353.38
2023-11-16 18:00:00,Shanghai-Rotterdam,1359.38
2023-11-16 19:00:00,Shanghai-Rotterdam,1362.22
2023-11-16 20:00:00,Shanghai-Rotterdam,1353.49
2023-11-16 21:00:00,Shanghai-Rotterdam,1350.61
2023-11-16 22:00:00,Shanghai-Rotterdam,1358.91
2023-11-16 23:00:00,Shanghai-Rotterdam,1360.52
2023-11-17 00:00:00,Shanghai-Rotterdam,1357.94
2023-11-17 01:00:00,Shanghai-Rotterdam,1349.56
2023-11-17 02:00:00,Shanghai-Rotterdam,1351.49
2023-11-17 03:00:00,Shanghai-Rotterdam,1354.1
2023-11-17 04:00:00,Shanghai-Rotterdam,1352.11
2023-11-17 05:00:00,Shanghai-Rotterdam,1352.89
2023-11-17 06:00:00,Shanghai-Rotterdam,1357.6
2023-11-17 07:00:00,Shanghai-Rotterdam,1362.51
2023-11-17 08:00:00,Shanghai-Rotterdam,1361.94
2023-11-17 09:00:00,Shanghai-Rotterdam,1357.78
2023-11-17 10:00:00,Shanghai-Rotterdam,1363.3
2023-11-17 11:00:00,Shanghai-Rotterdam,1356.93
2023-11-17 12:00:00,Shanghai-Rotterdam,1365.8
2023-11-17 13:00:00,Shanghai-Rotterdam,1360.45
2023-11-17 14:00:00,Shanghai-Rotterdam,1355.06
2023-11-17 15:00:00,Shanghai-Rotterdam,1362.99
2023-11-17 16:00:00,Shanghai-Rotterdam,1358.97
2023-11-17 17:00:00,Shanghai-Rotterdam,1357.44
2023-11-17 18:00:00,Shanghai-Rotterdam,1353.9
2023-11-17 19:00:00,Shanghai-Rotterdam,1357.45
2023-11-17 20:00:00,Shanghai-Rotterdam,1365.06
2023-11-17 21:00:00,Shanghai-Rotterdam,1357.56
2023-11-17 22:00:00,Shanghai-Rotterdam,1366.19
2023-11-17 23:00:00,Shanghai-Rotterdam,1364.51
2023-11-18 00:00:00,Shanghai-Rotterdam,1362.1
2023-11-18 01:00:00,Shanghai-Rotterdam,1363.14
2023-11-18 02:00:00,Shanghai-Rotterdam,1369.79
2023-11-18 03:00:00,Shanghai-Rotterdam,1362.33
2023-11-18 04:00:00,Shanghai-Rotterdam,1365.26
2023-11-18 05:00:00,Shanghai-Rotterdam,1364.23
2023-11-18 06:00:00,Shanghai-Rotterdam,1361.63
2023-11-18 07:00:00,Shanghai-Rotterdam,1367.58
2023-11-18 08:00:00,Shanghai-Rotterdam,1378.65
2023-11-18 09:00:00,Shanghai-Rotterdam,1369.54
2023-11-18 10:00:00,Shanghai-Rotterdam,1370.32
2023-11-18 11:00:00,Shanghai-Rotterdam,1366.37
2023-11-18 12:00:00,Shanghai-Rotterdam,1368.96
2023-11-18 13:00:00,Shanghai-Rotterdam,1362.9
2023-11-18 14:00:00,Shanghai-Rotterdam,1366.71
2023-11-18 15:00:00,Shanghai-Rotterdam,1366.2
2023-11-18 16:00:00,Shanghai-Rotterdam,1370.13
2023-11-18 17:00:00,Shanghai-Rotterdam,1374.82
2023-11-18 18:00:00,Shanghai-Rotterdam,1371.85
2023-11-18 19:00:00,Shanghai-Rotterdam,1370.07
2023-11-18 20:00:00,Shanghai-Rotterdam,1369.78
2023-11-18 21:00:00,Shanghai-Rotterdam,1375.97
2023-11-18 22:00:00,Shanghai-Rotterdam,1369.38
2023-11-18 23:00:00,Shanghai-Rotterdam,1371.89
2023-11-19 00:00:00,Shanghai-Rotterdam,1371.12
2023-11-19 01:00:00,Shanghai-Rotterdam,1376.07
2023-11-19 02:00:00,Shanghai-Rotterdam,1372.26
2023-11-19 03:00:00,Shanghai-Rotterdam,1367.91
2023-11-19 04:00:00,Shanghai-Rotterdam,1382.25
2023-11-19 05:00:00,Shanghai-Rotterdam,1361.91
2023-11-19 06:00:00,Shanghai-Rotterdam,1370.45
2023-11-19 07:00:00,Shanghai-Rotterdam,1374.92
2023-11-19 08:00:00,Shanghai-Rotterdam,1365.97
2023-11-19 09:00:00,Shanghai-Rotterdam,1372.46
2023-11-19 10:00:00,Shanghai-Rotterdam,1373.66
2023-11-19 11:00:00,Shanghai-Rotterdam,1373.93
2023-11-19 12:00:00,Shanghai-Rotterdam,1373.88
2023-11-19 13:00:00,Shanghai-Rotterdam,1385.95
2023-11-19 14:00:00,Shanghai-Rotterdam,1374.22
2023-11-19 15:00:00,Shanghai-Rotterdam,1379.0
2023-11-19 16:00:00,Shanghai-Rotterdam,1374.6
2023-11-19 17:00:00,Shanghai-Rotterdam,1373.34
2023-11-19 18:00:00,Shanghai-Rotterdam,1373.81
2023-11-19 19:00:00,Shanghai-Rotterdam,1371.11
2023-11-19 20:00:00,Shanghai-Rotterdam,1387.46
2023-11-19 21:00:00,Shanghai-Rotterdam,1381.78
2023-11-19 22:00:00,Shanghai-Rotterdam,1373.3
2023-11-19 23:00:00,Shanghai-Rotterdam,1375.43
2023-11-20 00:00:00,Shanghai-Rotterdam,1372.86
2023-11-20 01:00:00,Shanghai-Rotterdam,1374.22
2023-11-20 02:00:00,Shanghai-Rotterdam,1374.87
2023-11-20 03:00:00,Shanghai-Rotterdam,1384.06
2023-11-20 04:00:00,Shanghai-Rotterdam,1382.67
2023-11-20 05:00:00,Shanghai-Rotterdam,1386.47
2023-11-20 06:00:00,Shanghai-Rotterdam,1380.02
2023-11-20 07:00:00,Shanghai-Rotterdam,1379.34
2023-11-20 08:00:00,Shanghai-Rotterdam,1380.21
2023-11-20 09:00:00,Shanghai-Rotterdam,1387.72
2023-11-20 10:00:00,Shanghai-Rotterdam,1381.42
2023-11-20 11:00:00,Shanghai-Rotterdam,1384.97
2023-11-20 12:00:00,Shanghai-Rotterdam,1388.64
2023-11-20 13:00:00,Shanghai-Rotterdam,1377.02
2023-11-20 14:00:00,Shanghai-Rotterdam,1390.12
2023-11-20 15:00:00,Shanghai-Rotterdam,1378.57
2023-11-20 16:00:00,Shanghai-Rotterdam,1390.04
2023-11-20 17:00:00,Shanghai-Rotterdam,1387.59
2023-11-20 18:00:00,Shanghai-Rotterdam,1383.52
2023-11-20 19:00:00,Shanghai-Rotterdam,1385.62
2023-11-20 20:00:00,Shanghai-Rotterdam,1376.44
2023-11-20 21:00:00,Shanghai-Rotterdam,1388.98
2023-11-20 22:00:00,Shanghai-Rotterdam,1394.52
2023-11-20 23:00:00,Shanghai-Rotterdam,1388.94
2023-11-21 00:00:00,Shanghai-Rotterdam,1387.51
2023-11-21 01:00:00,Shanghai-Rotterdam,1383.27
2023-11-21 02:00:00,Shanghai-Rotterdam,1381.73
2023-11-21 03:00:00,Shanghai-Rotterdam,1390.68
2023-11-21 04:00:00,Shanghai-Rotterdam,1386.79
2023-11-21 05:00:00,Shanghai-Rotterdam,1388.96
2023-11-21 06:00:00,Shanghai-Rotterdam,1392.03
2023-11-21 07:00:00,Shanghai-Rotterdam,1391.3
2023-11-21 08:00:00,Shanghai-Rotterdam,1388.3
2023-11-21 09:00:00,Shanghai-Rotterdam,1397.28
2023-11-21 10:00:00,Shanghai-Rotterdam,1394.05
2023-11-21 11:00:00,Shanghai-Rotterdam,1393.73
2023-11-21 12:00:00,Shanghai-Rotterdam,1384.76
2023-11-21 13:00:00,Shanghai-Rotterdam,1389.27
2023-11-21 14:00:00,Shanghai-Rotterdam,1387.77
2023-11-21 15:00:00,Shanghai-Rotterdam,1389.0
2023-11-21 16:00:00,Shanghai-Rotterdam,1386.29
2023-11-21 17:00:00,Shanghai-Rotterdam,1399.14
2023-11-21 18:00:00,Shanghai-Rotterdam,1394.89
2023-11-21 19:00:00,Shanghai-Rotterdam,1387.43
2023-11-21 20:00:00,Shanghai-Rotterdam,1382.77
2023-11-21 21:00:00,Shanghai-Rotterdam,1387.04
2023-11-21 22:00:00,Shanghai-Rotterdam,1390.3
2023-11-21 23:00:00,Shanghai-Rotterdam,1396.63
2023-11-22 00:00:00,Shanghai-Rotterdam,1391.68
2023-11-22 01:00:00,Shanghai-Rotterdam,1400.96
2023-11-22 02:00:00,Shanghai-Rotterdam,1393.5
2023-11-22 03:00:00,Shanghai-Rotterdam,1389.8
2023-11-22 04:00:00,Shanghai-Rotterdam,1395.97
2023-11-22 05:00:00,Shanghai-Rotterdam,1401.38
2023-11-22 06:00:00,Shanghai-Rotterdam,1402.29
2023-11-22 07:00:00,Shanghai-Rotterdam,1399.49
2023-11-22 08:00:00,Shanghai-Rotterdam,1400.84
2023-11-22 09:00:00,Shanghai-Rotterdam,1390.05
2023-11-22 10:00:00,Shanghai-Rotterdam,1390.38
2023-11-22 11:00:00,Shanghai-Rotterdam,1393.59
2023-11-22 12:00:00,Shanghai-Rotterdam,1396.07
2023-11-22 13:00:00,Shanghai-Rotterdam,1398.8
2023-11-22 14:00:00,Shanghai-Rotterdam,1400.47
2023-11-22 15:00:00,Shanghai-Rotterdam,1394.9
2023-11-22 16:00:00,Shanghai-Rotterdam,1392.02
2023-11-22 17:00:00,Shanghai-Rotterdam,1390.11
2023-11-22 18:00:00,Shanghai-Rotterdam,1399.91
2023-11-22 19:00:00,Shanghai-Rotterdam,1390.86
2023-11-22 20:00:00,Shanghai-Rotterdam,1394.96
2023-11-22 21:00:00,Shanghai-Rotterdam,1393.89
2023-11-22 22:00:00,Shanghai-Rotterdam,1399.88
2023-11-22 23:00:00,Shanghai-Rotterdam,1393.55
2023-11-23 00:00:00,Shanghai-Rotterdam,1403.86
2023-11-23 01:00:00,Shanghai-Rotterdam,1390.94
2023-11-23 02:00:00,Shanghai-Rotterdam,1409.35
2023-11-23 03:00:00,Shanghai-Rotterdam,1402.71
2023-11-23 04:00:00,Shanghai-Rotterdam,1404.69
2023-11-23 05:00:00,Shanghai-Rotterdam,1399.84
2023-11-23 06:00:00,Shanghai-Rotterdam,1406.74
2023-11-23 07:00:00,Shanghai-Rotterdam,1405.88
2023-11-23 08:00:00,Shanghai-Rotterdam,1397.57
2023-11-23 09:00:00,Shanghai-Rotterdam,1398.12
2023-11-23 10:00:00,Shanghai-Rotterdam,1399.82
2023-11-23 11:00:00,Shanghai-Rotterdam,1404.26
2023-11-23 12:00:00,Shanghai-Rotterdam,1404.69
2023-11-23 13:00:00,Shanghai-Rotterdam,1399.77
2023-11-23 14:00:00,Shanghai-Rotterdam,1395.24
2023-11-23 15:00:00,Shanghai-Rotterdam,1413.03
2023-11-23 16:00:00,Shanghai-Rotterdam,1406.97
2023-11-23 17:00:00,Shanghai-Rotterdam,1399.71
2023-11-23 18:00:00,Shanghai-Rotterdam,1402.2
2023-11-23 19:00:00,Shanghai-Rotterdam,1404.64
2023-11-23 20:00:00,Shanghai-Rotterdam,1399.63
2023-11-23 21:00:00,Shanghai-Rotterdam,1410.48
2023-11-23 22:00:00,Shanghai-Rotterdam,1397.62
2023-11-23 23:00:00,Shanghai-Rotterdam,1401.68
2023-11-24 00:00:00,Shanghai-Rotterdam,1408.15
2023-11-24 01:00:00,Shanghai-Rotterdam,1404.47
2023-11-24 02:00:00,Shanghai-Rotterdam,1414.28
2023-11-24 03:00:00,Shanghai-Rotterdam,1411.34
2023-11-24 04:00:00,Shanghai-Rotterdam,1399.32
2023-11-24 05:00:00,Shanghai-Rotterdam,1413.29
2023-11-24 06:00:00,Shanghai-Rotterdam,1414.53
2023-11-24 07:00:00,Shanghai-Rotterdam,1410.7
2023-11-24 08:00:00,Shanghai-Rotterdam,1409.89
2023-11-24 09:00:00,Shanghai-Rotterdam,1403.79
2023-11-24 10:00:00,Shanghai-Rotterdam,1400.14
2023-11-24 11:00:00,Shanghai-Rotterdam,1404.5
2023-11-24 12:00:00,Shanghai-Rotterdam,1407.31
2023-11-24 13:00:00,Shanghai-Rotterdam,1411.62
2023-11-24 14:00:00,Shanghai-Rotterdam,1417.01
2023-11-24 15:00:00,Shanghai-Rotterdam,1410.08
2023-11-24 16:00:00,Shanghai-Rotterdam,1409.66
2023-11-24 17:00:00,Shanghai-Rotterdam,1413.49
2023-11-24 18:00:00,Shanghai-Rotterdam,1412.6
2023-11-24 19:00:00,Shanghai-Rotterdam,1416.82
2023-11-24 20:00:00,Shanghai-Rotterdam,1407.46
2023-11-24 21:00:00,Shanghai-Rotterdam,1419.36
2023-11-24 22:00:00,Shanghai-Rotterdam,1408.32
2023-11-24 23:00:00,Shanghai-Rotterdam,1414.86
2023-11-25 00:00:00,Shanghai-Rotterdam,1415.52
2023-11-25 01:00:00,Shanghai-Rotterdam,1418.64
2023-11-25 02:00:00,Shanghai-Rotterdam,1412.96
2023-11-25 03:00:00,Shanghai-Rotterdam,1417.59
2023-11-25 04:00:00,Shanghai-Rotterdam,1414.79
2023-11-25 05:00:00,Shanghai-Rotterdam,1411.29
2023-11-25 06:00:00,Shanghai-Rotterdam,1408.3
2023-11-25 07:00:00,Shanghai-Rotterdam,1414.94
2023-11-25 08:00:00,Shanghai-Rotterdam,1403.88
2023-11-25 09:00:00,Shanghai-Rotterdam,1417.18
2023-11-25 10:00:00,Shanghai-Rotterdam,1413.11
2023-11-25 11:00:00,Shanghai-Rotterdam,1414.9
2023-11-25 12:00:00,Shanghai-Rotterdam,1415.3
2023-11-25 13:00:00,Shanghai-Rotterdam,1425.09
